trat;bloc;rep;viab;alt;diam;nfol;afol;pff;pfc;pfr;psf;psc;psr
VermCAC 3:1;5;20;1;10;3.78;8;118.469;1.58;1.75;3.85;0.56;0.53;0.92
VermCAC 1:1;1; 1;1;12.5;4.67;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 2;1;14;5.54;7;147.749;2.19;2.68;2.12;0.61;0.53;0.43
VermCAC 1:1;1; 3;1;15;4.81;10;278.671;3.25;2.92;2.76;1.1;0.91;0.94
VermCAC 1:1;1; 4;1;14;4.33;11;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 7;1;13;4.87;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 8;1;19;4.54;12;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;10;1;12;5.86;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;13;1;13;3.33;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;15;1;16;5.33;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;16;1;12;6.39;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;17;1;12;4.62;7;304.501;2.87;0.4;1.28;0.74;0.23;0.42
VermCAC 1:1;1;18;1;28;6.69;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;1;20;1;18;4.67;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2; 1;1;6;3.8;4;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2; 2;1;9;3.56;7;133.765;1.27;0.71;1.26;0.6;0.28;0.47
VermCAC 1:1;2; 3;1;24;5.73;9;142.144;4.72;4.96;3;1.96;1.85;1.3
VermCAC 1:1;2; 4;1;21;4.7;10;136.889;1.5;2.2;1.5;0.87;0.84;0.79
VermCAC 1:1;2; 5;1;18;4.46;9;139.476;2.13;2.22;1.86;0.78;0.81;0.79
VermCAC 1:1;2; 6;1;21;5.43;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2; 7;1;16;3.69;8;136.405;1.69;1.84;0.99;0.77;0.66;0.56
VermCAC 1:1;2; 8;1;19;4.58;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2; 9;1;19;5.91;9;159.632;3.14;6.11;2.88;1.03;1.87;1.14
VermCAC 1:1;2;10;1;26;5.84;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2;13;1;14;6.67;8;118.376;1.1;2.72;0.97;0.35;0.57;0.29
VermCAC 1:1;2;14;1;22;4.46;8;133.328;2.07;2.95;2.25;0.88;0.99;0.83
VermCAC 1:1;2;15;1;22;4.81;9;283.052;5.56;3.35;4.01;1.96;1.26;1.3
VermCAC 1:1;2;16;1;16;5.57;10;141.039;4.22;3.81;3.83;1.44;1.29;1.21
VermCAC 1:1;2;17;1;20;5.59;9;423.072;5.18;3.98;7.01;2.34;1.6;2.36
VermCAC 1:1;2;18;1;14;5.42;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;2;20;1;18;5.15;10;376.834;4.4;2.98;2.99;1.8;1.1;1.22
VermCAC 1:1;3; 1;1;14;4.29;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3; 2;1;17;4.31;10;291.5;2.08;2.18;2.9;0.77;0.74;0.98
VermCAC 1:1;3; 3;1;4;2.47;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3; 5;1;7;3.21;8;188.271;1.15;0.62;2.15;0.44;0.21;0.63
VermCAC 1:1;3; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3; 7;1;13;2.73;6;125.498;1.6;1.5;2.72;0.53;0.77;0.56
VermCAC 1:1;3; 8;1;11;6.08;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3; 9;1;8;3.76;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3;10;1;7;3.25;7;136.294;1.46;1.05;1.88;0.56;0.38;0.58
VermCAC 1:1;3;11;1;7;3.25;7;108.71;1.32;1.1;1.52;0.54;0.4;0.53
VermCAC 1:1;3;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3;13;1;1;4.7;4;95.829;0.78;0.39;1.08;0.34;0.15;0.31
VermCAC 1:1;3;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3;15;1;8;3.53;7;197.49;1.27;0.91;3.01;0.5;0.32;0.84
VermCAC 1:1;3;16;1;13;5.55;7;186.644;2.31;2.05;2.4;0.85;0.54;0.6
VermCAC 1:1;3;17;1;8;3.78;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;3;19;1;8;3.43;8;106.813;1.74;1.11;1.37;0.7;0.39;0.38
VermCAC 1:1;3;20;1;7;3.28;6;100.898;1.26;0.91;0.5;0.49;0.31;0.17
VermCAC 1:1;4; 1;1;5;2.9;5;79.882;1.16;1.01;1.09;0.39;0.31;0.22
VermCAC 1:1;4; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4; 3;1;13;5.67;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4; 4;1;5;2.69;6;124.564;0.98;0.66;1.49;0.38;0.21;0.35
VermCAC 1:1;4; 5;1;21;5.02;10;186.531;2.47;4.2;3.5;0.91;1.56;1.09
VermCAC 1:1;4; 6;1;5;3.68;6;111.409;1.5;1.18;1.14;0.47;0.38;0.26
VermCAC 1:1;4; 7;1;6;2.35;7;179.237;1.3;1.23;2.15;0.46;0.33;0.6
VermCAC 1:1;4; 8;1;19;5.66;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4; 9;1;4;2.9;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4;10;1;6;2.46;6;163.63;0.81;0.55;2.15;0.24;0.14;0.46
VermCAC 1:1;4;11;1;4;2.33;7;150.523;0.57;0.44;2.4;0.14;0.08;0.51
VermCAC 1:1;4;12;1;4;2.42;6;87.5;1.17;0.67;0.75;0.4;0.22;0.16
VermCAC 1:1;4;13;1;12;4.5;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4;14;1;9;3.29;8;136.903;1.68;1.27;4.83;0.63;0.41;1.01
VermCAC 1:1;4;15;1;7;3.66;9;92.254;1.19;0.95;2.08;0.58;0.32;0.45
VermCAC 1:1;4;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4;17;1;8.5;3.1;6;113.452;1.55;1.33;4.66;0.6;0.46;1.16
VermCAC 1:1;4;18;1;7;2.76;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;4;19;1;3;2.24;3;40.248;0.39;0.62;1.61;0.11;0.13;0.28
VermCAC 1:1;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 2;1;12;4.17;9;120.057;1.64;1.54;2.53;0.67;0.55;0.69
VermCAC 1:1;5; 3;1;5;4.01;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 4;1;4.5;3.62;5;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 6;1;9;3.54;8;100.446;1.68;1.71;1.94;0.61;0.6;0.56
VermCAC 1:1;5; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5; 8;1;6;2.22;5;27.683;0.35;0.82;0.4;0.1;0.18;0.09
VermCAC 1:1;5; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;10;1;7;3.54;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;11;1;10.5;3.38;10;222.36;3.3;2.54;5.22;1.14;0.82;1.25
VermCAC 1:1;5;12;1;6;2.99;7;45.88;0.79;0.61;0.86;0.24;0.17;0.23
VermCAC 1:1;5;13;1;14;5.77;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;14;1;10;3.86;10;126.283;1.81;1.81;2.4;0.61;0.57;0.65
VermCAC 1:1;5;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;17;1;5.5;3.06;7;77.867;1.07;1.11;2.48;0.37;0.33;0.57
VermCAC 1:1;5;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:1;5;20;1;9;2.57;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 1;1;15;4.47;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 6;1;17;5.26;11;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 7;1;14;3.55;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 8;1;15;4.43;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1; 9;1;16;4.94;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;10;1;20;5.99;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;11;1;21;3.71;11;200.43;2.41;2.04;1.62;0.88;0.7;0.6
VermCAC 1:3;1;12;1;16;5.12;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;14;1;13;2.13;7;6.03;0.96;1.96;0.42;0.27;0.33;0.25
VermCAC 1:3;1;15;1;16;4.79;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;16;1;17;4.64;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;18;1;20;7.25;11;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;1;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 1;1;15;5.2;10;229.662;3.29;3.29;3.74;1.3;1.13;1.17
VermCAC 1:3;2; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 3;1;15;6.12;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 6;1;15;4.92;11;296.654;3.05;2.35;2.21;NA;NA;NA
VermCAC 1:3;2; 7;1;16;4.63;10;221.458;1.96;3.05;0.63;0.5;0.56;0.2
VermCAC 1:3;2; 8;1;13;5.48;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2; 9;1;10;3.65;7;154.232;1.38;0.74;2.1;0.6;0.28;0.93
VermCAC 1:3;2;10;1;16;3.61;9;190.695;1.63;1.55;1.36;0.7;0.53;0.54
VermCAC 1:3;2;11;1;15;4.05;10;215.627;2.36;1.58;1.71;0.81;0.51;0.96
VermCAC 1:3;2;12;1;10;3.97;11;237.276;2.63;2.06;1.83;1.02;0.76;0.85
VermCAC 1:3;2;13;1;14;4.3;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2;14;1;15;4.2;7;229.731;2.19;2.72;2.07;0.88;0.94;0.92
VermCAC 1:3;2;15;1;11;4.69;5;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2;16;1;16;5.22;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2;17;1;9;3.62;8;219.893;1.13;1.39;1.31;0.49;0.56;0.76
VermCAC 1:3;2;18;1;5;2.51;6;47.368;0.42;0.45;0.18;0.12;0.08;0.07
VermCAC 1:3;2;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;2;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 2;1;3;2.22;4;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 5;1;8;3;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3; 6;1;6;3.23;6;187.19;0.98;1.1;2.02;0.39;0.37;0.63
VermCAC 1:3;3; 7;1;8;3.02;8;34.051;0.55;1.1;0.25;0.35;0.64;0.04
VermCAC 1:3;3; 8;1;3;2.97;2;24.865;0.49;0.98;0.23;0.21;0.5;0.03
VermCAC 1:3;3; 9;1;2;2.42;4;52.982;0.78;0.57;0.88;0.3;0.18;0.24
VermCAC 1:3;3;10;1;6;2.13;6;92.537;1.07;0.95;2.51;0.75;0.33;0.42
VermCAC 1:3;3;11;1;5;2.49;6;99.743;0.96;0.68;1.52;0.34;0.22;0.49
VermCAC 1:3;3;12;1;2.5;2.02;4;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3;13;1;5;2.56;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;3;14;1;3;2.92;5;16.253;0.19;0.38;0.2;0.08;0.08;0.05
VermCAC 1:3;3;15;1;6;2.53;7;163.462;0.98;0.85;1.37;0.36;0.27;0.46
VermCAC 1:3;3;16;1;10;3.14;9;252.021;2.3;1.46;2.83;0.83;0.54;1.03
VermCAC 1:3;3;17;1;8;3.4;9;231.575;1.75;1.21;3.84;0.66;0.44;1.18
VermCAC 1:3;3;18;1;7;3.01;6;94.486;1.05;0.99;0.88;0.33;0.27;0.26
VermCAC 1:3;3;19;1;9;3.67;8;111.679;1.56;1.18;3.37;0.63;0.39;1
VermCAC 1:3;3;20;1;12;4.88;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4; 1;1;5;3.31;6;151.114;1.2;1.2;2.24;0.45;0.4;0.59
VermCAC 1:3;4; 2;1;9;3.22;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4; 3;1;6;2.79;5;118.39;1.06;1.16;2.38;0.34;0.56;0.36
VermCAC 1:3;4; 4;1;6;2.63;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4; 5;1;11;3.98;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4; 6;1;12;4.62;8;278.681;2.88;3.08;5.56;1.01;1;1.47
VermCAC 1:3;4; 7;1;6;2.14;8;94.001;0.52;0.45;0.55;0.23;0.11;0.11
VermCAC 1:3;4; 8;1;5;1.95;6;132.145;0.86;0.48;1.44;0.27;0.13;0.38
VermCAC 1:3;4; 9;1;19;6.14;9;146.565;2.53;4.18;5.33;0.93;1.39;1.27
VermCAC 1:3;4;10;1;7;2.18;8;136.711;1.42;1.03;2.12;0.5;0.33;0.56
VermCAC 1:3;4;11;1;7;2.56;7;126.22;1.93;0.95;2.79;0.69;0.62;0.32
VermCAC 1:3;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4;13;1;6;2.84;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4;14;1;8;2.9;8;128.28;1.69;0.84;2.58;0.45;0.24;0.51
VermCAC 1:3;4;15;1;8;4.45;4;147.523;1.02;1.93;2.69;0.32;0.42;0.55
VermCAC 1:3;4;16;1;11;5.2;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;4;17;1;5;2.27;5;145.16;0.81;0.53;1.58;0.31;0.19;0.37
VermCAC 1:3;4;18;1;9;3.09;8;194.078;1.23;1.23;3.19;0.42;0.39;0.75
VermCAC 1:3;4;19;1;8;3.26;8;106.668;1.08;1.44;2.17;0.38;0.43;0.51
VermCAC 1:3;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5; 2;1;5;2.56;6;68.695;0.76;0.66;1.05;0.28;0.22;0.3
VermCAC 1:3;5; 3;1;5;2.92;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5; 4;1;7;3.55;6;126.42;1.75;1.89;3.55;0.71;0.66;0.98
VermCAC 1:3;5; 5;1;11;3.53;7;153.69;1.69;1.55;2.98;0.6;0.52;0.83
VermCAC 1:3;5; 6;1;9;3.38;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5; 8;1;5;3.65;7;110.92;1.16;1.06;1.68;0.43;0.34;0.52
VermCAC 1:3;5; 9;1;6;2.8;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;10;1;6;2.97;6;76.804;1.22;0.66;2.83;0.46;0.24;0.74
VermCAC 1:3;5;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;12;1;5;4.02;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;15;1;10;3.08;7;126.44;1.47;1.52;2.77;0.57;0.52;0.82
VermCAC 1:3;5;16;1;6;3.28;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 1:3;5;18;1;5.5;2.57;8;94.018;0.96;0.53;1.04;0.33;0.16;0.28
VermCAC 1:3;5;19;1;13;4.8;9;251.83;3.37;3.48;6.3;1.22;1.08;1.58
VermCAC 1:3;5;20;1;6;2.42;6;97.516;1.08;0.8;1;0.39;0.23;0.32
VermTSMO 3:1:6;1; 1;1;17;1.76;15;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 3;1;13;4.14;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 4;1;15;8.78;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 7;1;18;3.71;10;7.347;3.09;1.97;1.29;1.18;0.85;0.5
VermTSMO 3:1:6;1; 8;1;17;3.76;12;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;10;1;16;6.41;9;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;11;1;22;4.91;12;47.495;4.69;3.69;2.85;1.72;1.23;0.96
VermTSMO 3:1:6;1;12;1;17;5.19;9;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;13;1;19;4.11;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;15;1;20;4.54;12;9.813;5.47;3.94;3.75;2.03;1.28;1.26
VermTSMO 3:1:6;1;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;17;1;15;9.34;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;18;1;15;3.62;8;42.12;4.38;3.39;3.82;1.66;1.05;1.09
VermTSMO 3:1:6;1;19;1;20;6.44;11;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;1;20;1;16;5.46;13;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 3;1;13;4.43;9;179.295;3.51;1.82;2.14;1.5;0.86;0.86
VermTSMO 3:1:6;2; 4;1;22;5.79;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 7;1;18;3.82;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2; 8;1;19;4.4;11;220.47;2.63;1.75;1.23;1.13;0.76;0.56
VermTSMO 3:1:6;2; 9;1;18;5.31;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2;10;1;16;4.82;9;173.247;2.58;2.05;1.25;0.83;0.64;0.44
VermTSMO 3:1:6;2;11;1;24;7.14;11;NA;6.07;7.77;3.49;2.28;2.79;1.23
VermTSMO 3:1:6;2;12;1;21;7.11;11;264.089;5.58;6.39;4.97;2.23;2.26;1.44
VermTSMO 3:1:6;2;13;1;13;4.91;9;216.836;2.87;2.61;2.32;0.95;0.83;0.8
VermTSMO 3:1:6;2;14;1;14;3.33;7;197.187;2.17;1.57;0.9;0.8;0.5;0.29
VermTSMO 3:1:6;2;15;1;16;5.39;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2;17;1;13;3.87;9;231.042;2.93;2.22;0.78;1.51;1.16;0.34
VermTSMO 3:1:6;2;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;2;20;1;13;3.19;11;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3; 1;1;7;3.88;6;162.301;1.95;1.24;1.08;0.72;0.43;0.31
VermTSMO 3:1:6;3; 2;1;8;3.59;6;168.521;2.12;1.37;2.52;0.93;0.48;0.85
VermTSMO 3:1:6;3; 3;1;8;3.98;9;120.995;1.91;1.16;2.14;0.77;0.36;0.6
VermTSMO 3:1:6;3; 4;1;5;2.63;4;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3; 5;1;4;2.05;6;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3; 6;1;4;3.07;7;197.418;0.7;0.74;0.94;0.17;0.12;0.48
VermTSMO 3:1:6;3; 7;1;7;2.9;7;165.34;2.8;0.78;1.37;0.74;0.22;0.38
VermTSMO 3:1:6;3; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3; 9;1;7;2.91;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;10;1;7;3.1;7;245.492;1.6;0.85;2.45;0.57;0.28;0.73
VermTSMO 3:1:6;3;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;13;1;7.5;3.26;7;130.498;1.61;1.2;1.46;0.65;0.38;0.42
VermTSMO 3:1:6;3;14;1;6;3.68;8;214.281;1.77;1.51;1.9;0.51;0.49;0.77
VermTSMO 3:1:6;3;15;1;7.5;3.54;7;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;17;1;5;3.03;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;3;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4; 1;1;6;2.9;8;146.014;1.88;0.99;3.36;0.66;0.3;0.8
VermTSMO 3:1:6;4; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4; 3;1;4;3.45;8;27;0.37;0.33;0.21;0.1;0.06;0.03
VermTSMO 3:1:6;4; 4;1;21;5.21;10;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4; 5;1;9;3.33;8;180.448;2.81;1.42;4.31;1.14;0.48;1.03
VermTSMO 3:1:6;4; 6;1;9;3;4;94.846;0.63;0.62;0.38;0.23;0.2;0.12
VermTSMO 3:1:6;4; 7;1;7;2.23;7;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4;10;1;15;6.17;10;294.69;4.07;4.32;5.58;1.56;1.43;1.46
VermTSMO 3:1:6;4;11;1;5;3.63;4;89.588;1.32;0.68;2.78;0.64;0.17;0.47
VermTSMO 3:1:6;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4;14;1;11;2.9;9;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4;15;1;4.5;3.33;4;77.028;1.35;0.76;1.58;0.42;0.17;0.31
VermTSMO 3:1:6;4;16;1;5;4.1;7;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;4;17;1;8;2.86;9;93.744;1.26;2.11;0.64;0.46;0.2;0.51
VermTSMO 3:1:6;4;18;1;8.5;3.32;6;135.428;1.75;0.99;1.86;0.68;0.31;0.44
VermTSMO 3:1:6;4;19;1;5;3;6;161.019;1.37;0.92;2.38;0.52;0.28;0.61
VermTSMO 3:1:6;4;20;1;6;2.32;9;NA;NA;NA;NA;NA;NA;NA
